Month,Year,Product_id,Region,Units_expected,Stock,Percentage
February,2025,18,Zona Metropolitana De Guadalajara,1631,2019,123.79
December,2025,13,Zona Metropolitana De Guadalajara,1929,2388,123.79
May,2025,12,Ciudad De México,1741,2155,123.78
June,2025,45,Ciudad De México,1808,2238,123.78
December,2025,20,Ciudad De México,1670,2067,123.77
November,2025,40,Ciudad De México,1998,2473,123.77
July,2025,10,Ciudad De México,1229,1521,123.76
June,2025,130,Zona Metropolitana De Guadalajara,1431,1771,123.76
May,2025,84,Zona Metropolitana De Monterrey,1667,2063,123.76
June,2025,111,Sur,779,964,123.75
July,2025,18,Ciudad De México,2122,2626,123.75
July,2025,29,Zona Metropolitana De Monterrey,754,933,123.74
June,2025,16,Zona Metropolitana De Guadalajara,2115,2617,123.74
March,2025,128,Ciudad De México,1079,1335,123.73
October,2025,72,Sureste,1728,2138,123.73
January,2025,116,Bajío,721,892,123.72
March,2025,100,Zona Metropolitana De Monterrey,1547,1914,123.72
March,2025,43,Ciudad De México,2057,2545,123.72
December,2025,61,Sur,1029,1273,123.71
June,2025,111,Sureste,772,955,123.7
March,2025,90,Ciudad De México,945,1169,123.7
September,2025,37,Zona Metropolitana De Guadalajara,1529,1891,123.68
May,2025,86,Bajío,828,1024,123.67
December,2025,74,Sureste,866,1071,123.67
January,2025,67,Bajío,900,1113,123.67
December,2025,102,Ciudad De México,1107,1369,123.67
October,2025,17,Zona Metropolitana De Guadalajara,1901,2351,123.67
May,2025,91,Zona Metropolitana De Guadalajara,820,1014,123.66
September,2025,122,Ciudad De México,879,1087,123.66
July,2025,16,Ciudad De México,2172,2686,123.66
December,2025,109,Noroeste,1188,1469,123.65
June,2025,115,Zona Metropolitana De Guadalajara,1514,1872,123.65
January,2025,80,Ciudad De México,1104,1365,123.64
May,2025,10,Zona Metropolitana De Monterrey,1142,1412,123.64
June,2025,85,Zona Metropolitana De Monterrey,1586,1961,123.64
April,2025,72,Zona Metropolitana De Guadalajara,1515,1873,123.63
September,2025,95,Ciudad De México,2243,2773,123.63
May,2025,65,Zona Metropolitana De Monterrey,1884,2329,123.62
November,2025,119,Ciudad De México,2282,2821,123.62
June,2025,40,Noroeste,1186,1466,123.61
November,2025,127,Zona Metropolitana De Monterrey,2181,2696,123.61
June,2025,81,Sureste,1182,1461,123.6
December,2025,34,Sur,1030,1273,123.59
January,2025,52,Zona Metropolitana De Monterrey,1098,1357,123.59
September,2025,103,Zona Metropolitana De Monterrey,1420,1755,123.59
August,2025,9,Ciudad De México,1632,2017,123.59
April,2025,121,Zona Metropolitana De Guadalajara,976,1206,123.57
September,2025,61,Zona Metropolitana De Monterrey,1701,2102,123.57
August,2025,61,Zona Metropolitana De Guadalajara,1714,2118,123.57
January,2025,83,Ciudad De México,1744,2155,123.57
January,2025,42,Ciudad De México,1172,1448,123.55
October,2025,108,Ciudad De México,1737,2146,123.55
February,2025,78,Zona Metropolitana De Guadalajara,1279,1580,123.53
September,2025,59,Zona Metropolitana De Guadalajara,1309,1617,123.53
October,2025,76,Ciudad De México,897,1108,123.52
October,2025,9,Zona Metropolitana De Guadalajara,1420,1754,123.52
February,2025,15,Bajío,1752,2164,123.52
June,2025,8,Zona Metropolitana De Monterrey,1510,1865,123.51
March,2025,62,Zona Metropolitana De Monterrey,1646,2033,123.51
October,2025,118,Ciudad De México,1676,2070,123.51
July,2025,50,Zona Metropolitana De Monterrey,1251,1545,123.5
February,2025,118,Zona Metropolitana De Guadalajara,1281,1582,123.5
April,2025,105,Zona Metropolitana De Monterrey,1277,1577,123.49
July,2025,5,Sureste,626,773,123.48
February,2025,84,Zona Metropolitana De Guadalajara,1529,1888,123.48
November,2025,110,Zona Metropolitana De Monterrey,1666,2057,123.47
October,2025,43,Bajío,2101,2594,123.47
November,2025,68,Ciudad De México,1966,2427,123.45
February,2025,26,Ciudad De México,849,1048,123.44
October,2025,48,Ciudad De México,1387,1712,123.43
September,2025,60,Sureste,666,822,123.42
March,2025,74,Bajío,1170,1444,123.42
July,2025,85,Sur,983,1213,123.4
January,2025,42,Zona Metropolitana De Guadalajara,1090,1345,123.39
April,2025,14,Ciudad De México,2048,2527,123.39
June,2025,79,Zona Metropolitana De Monterrey,2095,2585,123.39
April,2025,72,Bajío,1185,1462,123.38
May,2025,44,Zona Metropolitana De Monterrey,1861,2296,123.37
October,2025,56,Zona Metropolitana De Monterrey,1259,1553,123.35
January,2025,60,Bajío,861,1062,123.34
October,2025,106,Ciudad De México,2015,2485,123.33
September,2025,75,Bajío,1175,1449,123.32
February,2025,8,Ciudad De México,1608,1983,123.32
December,2025,73,Noroeste,1741,2147,123.32
March,2025,19,Zona Metropolitana De Guadalajara,1758,2168,123.32
April,2025,118,Bajío,1330,1640,123.31
November,2025,115,Ciudad De México,2119,2613,123.31
May,2025,47,Ciudad De México,2158,2661,123.31
September,2025,99,Noroeste,1017,1254,123.3
January,2025,98,Zona Metropolitana De Guadalajara,1442,1778,123.3
April,2025,18,Ciudad De México,2078,2562,123.29
January,2025,94,Noroeste,842,1038,123.28
April,2025,123,Ciudad De México,1959,2415,123.28
September,2025,97,Zona Metropolitana De Monterrey,2543,3135,123.28
November,2025,126,Zona Metropolitana De Guadalajara,1070,1319,123.27
October,2025,62,Bajío,1328,1637,123.27
February,2025,122,Zona Metropolitana De Monterrey,929,1145,123.25
August,2025,118,Zona Metropolitana De Guadalajara,1368,1686,123.25
November,2025,99,Sureste,783,965,123.24
November,2025,8,Zona Metropolitana De Guadalajara,1390,1713,123.24
January,2025,18,Zona Metropolitana De Guadalajara,1566,1930,123.24
March,2025,9,Ciudad De México,1605,1978,123.24
February,2025,57,Ciudad De México,2381,2934,123.23
December,2025,100,Ciudad De México,1516,1868,123.22
September,2025,116,Ciudad De México,767,945,123.21
August,2025,50,Ciudad De México,1301,1603,123.21
April,2025,128,Zona Metropolitana De Monterrey,970,1195,123.2
April,2025,120,Sur,634,781,123.19
January,2025,50,Zona Metropolitana De Guadalajara,945,1164,123.17
September,2025,12,Bajío,1200,1478,123.17
November,2025,13,Noroeste,1481,1824,123.16
March,2025,77,Sureste,933,1149,123.15
March,2025,58,Bajío,1214,1495,123.15
April,2025,26,Ciudad De México,847,1043,123.14
January,2025,94,Bajío,952,1172,123.11
October,2025,10,Ciudad De México,1164,1433,123.11
December,2025,37,Ciudad De México,1822,2243,123.11
March,2025,28,Zona Metropolitana De Monterrey,619,762,123.1
January,2025,109,Sureste,1173,1444,123.1
February,2025,67,Noroeste,771,949,123.09
October,2025,51,Zona Metropolitana De Guadalajara,741,912,123.08
July,2025,60,Zona Metropolitana De Guadalajara,819,1008,123.08
July,2025,59,Bajío,1144,1408,123.08
January,2025,95,Zona Metropolitana De Guadalajara,1599,1968,123.08
May,2025,62,Ciudad De México,1504,1851,123.07
July,2025,114,Ciudad De México,2176,2678,123.07
January,2025,51,Zona Metropolitana De Monterrey,1058,1302,123.06
November,2025,111,Ciudad De México,1324,1629,123.04
March,2025,40,Ciudad De México,1697,2088,123.04
June,2025,80,Bajío,847,1042,123.02
August,2025,31,Ciudad De México,1682,2069,123.01
October,2025,17,Ciudad De México,1734,2133,123.01
February,2025,81,Ciudad De México,1912,2352,123.01
June,2025,117,Bajío,848,1043,123.0
September,2025,9,Zona Metropolitana De Monterrey,1378,1695,123.0
February,2025,10,Zona Metropolitana De Guadalajara,870,1070,122.99
May,2025,99,Zona Metropolitana De Guadalajara,1266,1557,122.99
May,2025,106,Zona Metropolitana De Monterrey,1357,1669,122.99
January,2025,62,Bajío,1496,1840,122.99
May,2025,51,Zona Metropolitana De Guadalajara,1241,1526,122.97
October,2025,77,Zona Metropolitana De Guadalajara,1689,2077,122.97
May,2025,113,Bajío,1507,1853,122.96
March,2025,36,Ciudad De México,1764,2169,122.96
March,2025,90,Zona Metropolitana De Guadalajara,645,793,122.95
March,2025,119,Bajío,1887,2320,122.95
March,2025,101,Zona Metropolitana De Monterrey,1913,2352,122.95
May,2025,80,Sureste,724,890,122.93
April,2025,34,Zona Metropolitana De Guadalajara,1470,1807,122.93
February,2025,2,Zona Metropolitana De Monterrey,1117,1373,122.92
January,2025,26,Sureste,454,558,122.91
August,2025,57,Bajío,1397,1717,122.91
October,2025,67,Zona Metropolitana De Monterrey,1000,1229,122.9
June,2025,106,Zona Metropolitana De Guadalajara,1384,1701,122.9
September,2025,53,Zona Metropolitana De Guadalajara,1254,1541,122.89
January,2025,72,Zona Metropolitana De Guadalajara,2084,2561,122.89
October,2025,4,Zona Metropolitana De Monterrey,1180,1450,122.88
July,2025,24,Zona Metropolitana De Monterrey,726,892,122.87
March,2025,24,Zona Metropolitana De Monterrey,835,1026,122.87
March,2025,82,Noroeste,940,1155,122.87
July,2025,83,Ciudad De México,2641,3245,122.87
April,2025,75,Bajío,1063,1306,122.86
May,2025,75,Ciudad De México,1426,1752,122.86
August,2025,23,Zona Metropolitana De Guadalajara,731,898,122.85
August,2025,60,Zona Metropolitana De Monterrey,1103,1355,122.85
April,2025,75,Zona Metropolitana De Monterrey,1326,1629,122.85
December,2025,4,Zona Metropolitana De Monterrey,1370,1683,122.85
May,2025,114,Sur,1410,1732,122.84
October,2025,104,Ciudad De México,1441,1770,122.83
April,2025,52,Zona Metropolitana De Monterrey,1616,1985,122.83
December,2025,71,Ciudad De México,1853,2276,122.83
August,2025,108,Ciudad De México,2221,2728,122.83
September,2025,126,Bajío,1030,1265,122.82
April,2025,30,Bajío,706,867,122.8
March,2025,24,Zona Metropolitana De Guadalajara,728,894,122.8
July,2025,33,Ciudad De México,1890,2321,122.8
November,2025,69,Ciudad De México,939,1153,122.79
November,2025,40,Zona Metropolitana De Monterrey,1457,1789,122.79
March,2025,110,Zona Metropolitana De Guadalajara,1707,2096,122.79
November,2025,47,Bajío,2005,2462,122.79
April,2025,70,Ciudad De México,799,981,122.78
June,2025,124,Ciudad De México,856,1051,122.78
October,2025,90,Ciudad De México,913,1121,122.78
December,2025,46,Ciudad De México,1554,1908,122.78
April,2025,84,Zona Metropolitana De Monterrey,1620,1989,122.78
March,2025,55,Noroeste,1436,1763,122.77
April,2025,53,Zona Metropolitana De Monterrey,1077,1322,122.75
September,2025,64,Ciudad De México,1609,1975,122.75
July,2025,74,Noroeste,787,966,122.74
January,2025,9,Sur,1016,1247,122.74
August,2025,129,Zona Metropolitana De Monterrey,1671,2051,122.74
May,2025,127,Ciudad De México,2383,2925,122.74
January,2025,110,Zona Metropolitana De Monterrey,1575,1933,122.73
August,2025,85,Ciudad De México,1628,1998,122.73
May,2025,3,Ciudad De México,1396,1713,122.71
May,2025,72,Zona Metropolitana De Guadalajara,1757,2156,122.71
February,2025,122,Noroeste,793,973,122.7
August,2025,33,Noroeste,1339,1643,122.7
July,2025,81,Ciudad De México,1568,1924,122.7
January,2025,78,Zona Metropolitana De Monterrey,1318,1617,122.69
March,2025,113,Zona Metropolitana De Guadalajara,2182,2677,122.69
January,2025,120,Zona Metropolitana De Monterrey,895,1098,122.68
August,2025,91,Zona Metropolitana De Guadalajara,1023,1255,122.68
May,2025,128,Sureste,750,920,122.67
June,2025,51,Bajío,1072,1315,122.67
September,2025,94,Zona Metropolitana De Guadalajara,1231,1510,122.66
April,2025,123,Zona Metropolitana De Monterrey,1818,2230,122.66
August,2025,99,Ciudad De México,1130,1386,122.65
January,2025,84,Noroeste,1417,1738,122.65
October,2025,104,Zona Metropolitana De Monterrey,1651,2025,122.65
August,2025,129,Bajío,1409,1728,122.64
February,2025,19,Ciudad De México,2513,3082,122.64
December,2025,23,Sur,411,504,122.63
June,2025,64,Noroeste,1162,1425,122.63
September,2025,7,Zona Metropolitana De Guadalajara,1352,1658,122.63
December,2025,91,Zona Metropolitana De Monterrey,999,1225,122.62
August,2025,98,Zona Metropolitana De Guadalajara,1724,2114,122.62
December,2025,79,Ciudad De México,1746,2141,122.62
October,2025,109,Ciudad De México,2069,2537,122.62
September,2025,44,Zona Metropolitana De Guadalajara,1561,1914,122.61
July,2025,113,Zona Metropolitana De Monterrey,2021,2478,122.61
August,2025,2,Zona Metropolitana De Guadalajara,1487,1823,122.6
October,2025,115,Noroeste,1164,1427,122.59
September,2025,49,Bajío,1342,1645,122.58
May,2025,70,Zona Metropolitana De Guadalajara,709,869,122.57
January,2025,38,Bajío,1161,1423,122.57
December,2025,66,Bajío,1422,1743,122.57
December,2025,37,Zona Metropolitana De Monterrey,1489,1825,122.57
September,2025,58,Bajío,1334,1635,122.56
September,2025,128,Ciudad De México,1286,1576,122.55
October,2025,46,Zona Metropolitana De Guadalajara,1419,1739,122.55
February,2025,43,Noroeste,1778,2179,122.55
October,2025,103,Ciudad De México,1313,1609,122.54
September,2025,20,Zona Metropolitana De Guadalajara,1846,2262,122.54
March,2025,40,Zona Metropolitana De Monterrey,1611,1974,122.53
May,2025,41,Zona Metropolitana De Monterrey,2037,2496,122.53
June,2025,93,Sur,1057,1295,122.52
January,2025,63,Sureste,1070,1311,122.52
December,2025,63,Ciudad De México,1390,1703,122.52
September,2025,94,Zona Metropolitana De Monterrey,1173,1437,122.51
August,2025,61,Bajío,1364,1671,122.51
September,2025,44,Zona Metropolitana De Monterrey,1649,2020,122.5
September,2025,20,Noroeste,1312,1607,122.48
October,2025,66,Zona Metropolitana De Monterrey,1477,1809,122.48
November,2025,69,Zona Metropolitana De Monterrey,899,1101,122.47
July,2025,109,Zona Metropolitana De Guadalajara,1460,1788,122.47
September,2025,54,Ciudad De México,1945,2382,122.47
September,2025,36,Zona Metropolitana De Guadalajara,1429,1750,122.46
November,2025,102,Zona Metropolitana De Guadalajara,1078,1320,122.45
September,2025,4,Ciudad De México,1510,1849,122.45
June,2025,87,Ciudad De México,2022,2476,122.45
May,2025,103,Zona Metropolitana De Guadalajara,1252,1533,122.44
February,2025,19,Zona Metropolitana De Monterrey,2465,3018,122.43
September,2025,26,Zona Metropolitana De Monterrey,803,983,122.42
May,2025,60,Ciudad De México,1008,1234,122.42
October,2025,29,Sureste,616,754,122.4
December,2025,38,Zona Metropolitana De Guadalajara,1518,1858,122.4
November,2025,100,Ciudad De México,1737,2126,122.39
May,2025,10,Ciudad De México,1278,1564,122.38
September,2025,82,Bajío,1323,1619,122.37
October,2025,17,Bajío,1529,1871,122.37
March,2025,79,Zona Metropolitana De Guadalajara,1636,2002,122.37
January,2025,79,Sur,1020,1248,122.35
September,2025,80,Zona Metropolitana De Monterrey,1266,1549,122.35
December,2025,119,Ciudad De México,2268,2775,122.35
May,2025,69,Zona Metropolitana De Guadalajara,788,964,122.34
October,2025,73,Zona Metropolitana De Guadalajara,1383,1692,122.34
May,2025,118,Zona Metropolitana De Monterrey,1759,2152,122.34
January,2025,128,Sureste,600,734,122.33
May,2025,83,Bajío,2060,2520,122.33
June,2025,119,Bajío,1698,2077,122.32
December,2025,96,Ciudad De México,2527,3091,122.32
May,2025,29,Zona Metropolitana De Monterrey,892,1091,122.31
January,2025,2,Bajío,1340,1639,122.31
November,2025,92,Bajío,816,998,122.3
March,2025,13,Sureste,1408,1722,122.3
August,2025,112,Bajío,1426,1744,122.3
December,2025,90,Bajío,785,960,122.29
December,2025,43,Zona Metropolitana De Guadalajara,2239,2738,122.29
August,2025,54,Ciudad De México,2522,3084,122.28
August,2025,76,Noroeste,458,560,122.27
April,2025,125,Bajío,1711,2092,122.27
September,2025,19,Ciudad De México,2752,3365,122.27
July,2025,96,Bajío,1469,1796,122.26
October,2025,81,Ciudad De México,1725,2109,122.26
April,2025,108,Zona Metropolitana De Guadalajara,1999,2444,122.26
June,2025,42,Ciudad De México,1155,1412,122.25
July,2025,45,Noroeste,1182,1445,122.25
November,2025,39,Ciudad De México,1537,1879,122.25
June,2025,27,Zona Metropolitana De Monterrey,679,830,122.24
March,2025,80,Zona Metropolitana De Guadalajara,980,1198,122.24
November,2025,31,Zona Metropolitana De Guadalajara,1142,1396,122.24
December,2025,69,Zona Metropolitana De Guadalajara,877,1072,122.23
July,2025,17,Zona Metropolitana De Guadalajara,2011,2458,122.23
September,2025,64,Sur,945,1155,122.22
March,2025,67,Ciudad De México,1098,1342,122.22
June,2025,4,Zona Metropolitana De Monterrey,1323,1617,122.22
March,2025,19,Bajío,1688,2063,122.22
July,2025,125,Ciudad De México,2286,2794,122.22
November,2025,100,Noroeste,1121,1370,122.21
May,2025,78,Ciudad De México,1405,1717,122.21
October,2025,47,Ciudad De México,2544,3109,122.21
April,2025,61,Zona Metropolitana De Monterrey,1856,2268,122.2
April,2025,122,Bajío,762,931,122.18
January,2025,51,Noroeste,825,1008,122.18
November,2025,11,Sureste,1321,1614,122.18
August,2025,120,Zona Metropolitana De Monterrey,1105,1350,122.17
July,2025,104,Zona Metropolitana De Guadalajara,1209,1477,122.17
September,2025,85,Ciudad De México,1588,1940,122.17
May,2025,33,Sur,1020,1246,122.16
January,2025,77,Bajío,1169,1428,122.16
October,2025,85,Bajío,1336,1632,122.16
May,2025,45,Zona Metropolitana De Guadalajara,1539,1880,122.16
March,2025,129,Zona Metropolitana De Monterrey,1688,2062,122.16
October,2025,33,Sur,1079,1318,122.15
July,2025,57,Ciudad De México,1612,1969,122.15
October,2025,70,Noroeste,624,762,122.12
October,2025,11,Bajío,1507,1840,122.1
October,2025,119,Ciudad De México,2055,2509,122.09
June,2025,122,Ciudad De México,856,1045,122.08
December,2025,89,Zona Metropolitana De Guadalajara,1531,1869,122.08
April,2025,90,Bajío,743,907,122.07
February,2025,60,Zona Metropolitana De Guadalajara,879,1073,122.07
January,2025,52,Ciudad De México,1468,1792,122.07
February,2025,108,Sur,1396,1704,122.06
March,2025,20,Noroeste,1564,1909,122.06
June,2025,127,Ciudad De México,2466,3010,122.06
August,2025,89,Sureste,1107,1351,122.04
March,2025,114,Zona Metropolitana De Guadalajara,1706,2082,122.04
June,2025,24,Zona Metropolitana De Guadalajara,808,986,122.03
June,2025,19,Bajío,1221,1490,122.03
July,2025,45,Zona Metropolitana De Guadalajara,1920,2343,122.03
March,2025,83,Sur,1217,1485,122.02
October,2025,81,Noroeste,1317,1607,122.02
July,2025,72,Bajío,1517,1851,122.02
January,2025,54,Sur,1857,2266,122.02
April,2025,128,Noroeste,695,848,122.01
July,2025,41,Zona Metropolitana De Guadalajara,1758,2145,122.01
March,2025,17,Ciudad De México,2017,2461,122.01
January,2025,19,Zona Metropolitana De Monterrey,2163,2639,122.01
March,2025,94,Ciudad De México,1168,1425,122.0
March,2025,40,Sur,1223,1492,122.0
April,2025,106,Ciudad De México,1877,2290,122.0
March,2025,122,Bajío,755,921,121.99
